epoch,accuracy,loss,lr,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.9075599908828735,0.30949363112449646,1e-04,0.9940634965896606,0.9133104085922241,0.30570581555366516,0.9938604831695557
1,0.9190695285797119,0.2750302851200104,1e-04,0.9943663477897644,0.9155206084251404,0.3082505762577057,0.992387056350708
2,0.9251272082328796,0.24306663870811462,1e-04,0.9953961968421936,0.9152750372886658,0.34004485607147217,0.9933693408966064
3,0.935243546962738,0.21419791877269745,1e-04,0.9972134828567505,0.9201866388320923,0.33916065096855164,0.9933693408966064
4,0.9506300091743469,0.14821632206439972,5e-05,0.998000979423523,0.9248526692390442,0.3379318416118622,0.994106113910675
5,0.9569299817085266,0.12599650025367737,5e-05,0.9987884759902954,0.9221512675285339,0.337301105260849,0.9945972561836243
6,0.9642597436904907,0.11696168780326843,5e-05,0.9981827139854431,0.9221512675285339,0.3350963294506073,0.9953339695930481
7,0.9702568650245667,0.09538073092699051,2.5e-05,0.9990913271903992,0.9253438115119934,0.3393799960613251,0.9945972561836243
8,0.975951075553894,0.07573551684617996,2.5e-05,0.9992730617523193,0.9236247539520264,0.3484424650669098,0.9943516850471497
9,0.9749818444252014,0.07540030032396317,2.5e-05,0.9993336796760559,0.9253438115119934,0.3504679799079895,0.9938604831695557
10,0.9787375926971436,0.06398119032382965,1.25e-05,0.9992125034332275,0.9270628690719604,0.3457000255584717,0.9948428273200989
11,0.9804337024688721,0.05916190147399902,1.25e-05,0.9995759725570679,0.9287819266319275,0.35511162877082825,0.9948428273200989
12,0.9814029335975647,0.0542018823325634,1.25e-05,0.999757707118988,0.9258349537849426,0.36818012595176697,0.9943516850471497
13,0.98334139585495,0.05231238529086113,6.25e-06,0.9996365308761597,0.9277995824813843,0.36334896087646484,0.9945972561836243
14,0.9840683341026306,0.04690442979335785,6.25e-06,0.9996970891952515,0.9297642707824707,0.37246257066726685,0.9945972561836243
15,0.9848558306694031,0.04721873626112938,6.25e-06,0.9998182654380798,0.9317288994789124,0.36360639333724976,0.994106113910675
16,0.9847346544265747,0.04610469192266464,3.125e-06,0.9995759725570679,0.9295186400413513,0.36956489086151123,0.994106113910675
17,0.9834625720977783,0.05029827356338501,3.125e-06,0.9993336796760559,0.9300098419189453,0.36534714698791504,0.9945972561836243
18,0.9868548512458801,0.04348525404930115,3.125e-06,0.9995759725570679,0.9309921264648438,0.37061959505081177,0.994106113910675
19,0.9877029061317444,0.037683289498090744,1.5625e-06,0.9996970891952515,0.9307465553283691,0.37160590291023254,0.9943516850471497
20,0.9869154095649719,0.04092797636985779,1.5625e-06,0.9996970891952515,0.9305009841918945,0.37205731868743896,0.9943516850471497
21,0.987521231174469,0.0396074503660202,1.5625e-06,0.9995759725570679,0.9305009841918945,0.376302033662796,0.9943516850471497
22,0.9866125583648682,0.041540831327438354,7.8125e-07,0.9995154142379761,0.9302554130554199,0.37452206015586853,0.9943516850471497
23,0.9874606132507324,0.0383184440433979,7.8125e-07,0.9998788237571716,0.9309921264648438,0.3745952844619751,0.9943516850471497
24,0.9867942929267883,0.04153823480010033,7.8125e-07,0.9995759725570679,0.9300098419189453,0.3756134510040283,0.9943516850471497
25,0.9875817894935608,0.038793519139289856,3.90625e-07,0.9996970891952515,0.9305009841918945,0.3743877112865448,0.9943516850471497
