epoch,accuracy,loss,lr,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.010903804562985897,4.802295684814453,0.001,0.050702691078186035,0.024803536012768745,4.745184421539307,0.09037327766418457
1,0.022413374856114388,4.696684837341309,0.001,0.08971408009529114,0.03462671861052513,4.562763214111328,0.1291748583316803
2,0.03828446939587593,4.454892635345459,0.001,0.1493821144104004,0.06900785863399506,4.102867603302002,0.2546660006046295
3,0.06112188100814819,4.198505878448486,0.001,0.2160164713859558,0.12352652102708817,3.6749486923217773,0.3632121682167053
4,0.08165737986564636,4.009372234344482,0.001,0.2668403089046478,0.1537328064441681,3.4087793827056885,0.43492141366004944
5,0.10722073912620544,3.8478658199310303,0.001,0.3195420503616333,0.18614931404590607,3.1841747760772705,0.49361494183540344
6,0.11927550286054611,3.737841844558716,0.001,0.3511630594730377,0.19842828810214996,3.0619630813598633,0.525049090385437
7,0.13611581921577454,3.643122911453247,0.001,0.37993699312210083,0.22863458096981049,2.8677873611450195,0.5778487324714661
8,0.14350618422031403,3.5616118907928467,0.001,0.40235036611557007,0.23231826722621918,2.8170273303985596,0.5928290486335754
9,0.1527138352394104,3.5151891708374023,0.001,0.4144657254219055,0.24754419922828674,2.778937816619873,0.6053536534309387
10,0.15683305263519287,3.4703409671783447,0.001,0.42627817392349243,0.26547151803970337,2.656362295150757,0.6281925439834595
11,0.16870608925819397,3.414233684539795,0.001,0.44711655378341675,0.2738212049007416,2.614936113357544,0.6444007754325867
12,0.17070510983467102,3.383669853210449,0.001,0.45402228832244873,0.2833988070487976,2.5977795124053955,0.6510314345359802
13,0.18518294394016266,3.3389461040496826,0.001,0.4649866819381714,0.28904715180397034,2.5569770336151123,0.6608546376228333
14,0.18475890159606934,3.3237619400024414,0.001,0.4671068489551544,0.2956778109073639,2.51132869720459,0.6785363554954529
15,0.1950569450855255,3.295259952545166,0.001,0.4772837460041046,0.3079567849636078,2.5180370807647705,0.6741158962249756
16,0.19251272082328796,3.2692060470581055,0.001,0.48170584440231323,0.31139490008354187,2.4577624797821045,0.6949901580810547
17,0.1985703855752945,3.2412266731262207,0.001,0.49975770711898804,0.3123772144317627,2.468940019607544,0.6915520429611206
18,0.20014537870883942,3.215812921524048,0.001,0.4941846430301666,0.308447927236557,2.495281457901001,0.6932711005210876
19,0.21001937985420227,3.20310378074646,0.001,0.501332700252533,0.31851670145988464,2.440540313720703,0.7048133611679077
