epoch,accuracy,loss,lr,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.9370608329772949,0.18272122740745544,2.5e-06,0.997758686542511,0.9381139278411865,0.23775047063827515,0.9963163137435913
1,0.9409983158111572,0.1802043318748474,5e-06,0.997758686542511,0.9378683567047119,0.23717179894447327,0.9963163137435913
2,0.9420886635780334,0.17452748119831085,7.5e-06,0.9983038306236267,0.9386051297187805,0.23355887830257416,0.9963163137435913
3,0.9431185126304626,0.17103393375873566,1e-05,0.9981827139854431,0.9373772144317627,0.23574309051036835,0.9965618848800659
4,0.9434819221496582,0.17169542610645294,1e-05,0.9979404211044312,0.9361492991447449,0.24182318150997162,0.9960707426071167
5,0.9456021189689636,0.1625884771347046,9.982876e-06,0.9979404211044312,0.9363948702812195,0.23578748106956482,0.9958251714706421
6,0.9482675194740295,0.15806742012500763,9.931635e-06,0.9981220960617065,0.9366405010223389,0.24319609999656677,0.9958251714706421
7,0.9489943981170654,0.15523414313793182,9.846666e-06,0.9980615377426147,0.9371316432952881,0.24118566513061523,0.9960707426071167
8,0.9520232677459717,0.14424410462379456,9.7286165e-06,0.9987279176712036,0.9344302415847778,0.2453470677137375,0.9963163137435913
9,0.9498425126075745,0.1505725383758545,9.578385e-06,0.9978798031806946,0.9368860721588135,0.23915718495845795,0.9960707426071167
10,0.9514175057411194,0.1439419686794281,9.397114e-06,0.9984250068664551,0.9381139278411865,0.23564361035823822,0.9955795407295227
11,0.9535982608795166,0.14328931272029877,9.186184e-06,0.9981220960617065,0.9361492991447449,0.2419857680797577,0.9960707426071167
12,0.9551732540130615,0.13692526519298553,8.9472e-06,0.9991519451141357,0.9359037280082703,0.2466062605381012,0.9955795407295227
13,0.9561424851417542,0.12732340395450592,8.681981e-06,0.998909592628479,0.9356581568717957,0.24638962745666504,0.9960707426071167
14,0.955960750579834,0.12809763848781586,8.392544e-06,0.9987884759902954,0.9361492991447449,0.25108176469802856,0.9960707426071167
