epoch,accuracy,loss,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.2561788260936737,2.8935017585754395,0.5819602608680725,0.34798625111579895,2.292001247406006,0.7453339695930481
1,0.29676520824432373,2.6546125411987305,0.6431427001953125,0.36812376976013184,2.1818575859069824,0.7686640620231628
2,0.31312090158462524,2.552513837814331,0.6656772494316101,0.3821218013763428,2.1232876777648926,0.7684184908866882
3,0.3242064416408539,2.4644458293914795,0.6916646361351013,0.3919450044631958,2.0884640216827393,0.7797151207923889
4,0.342621773481369,2.3959622383117676,0.7068694233894348,0.37229862809181213,2.2734498977661133,0.7588408589363098
5,0.3501938581466675,2.3343024253845215,0.7158952951431274,0.392436146736145,2.1237409114837646,0.7784872055053711
6,0.36461108922958374,2.2721030712127686,0.7324327826499939,0.416257381439209,2.0303561687469482,0.7951866388320923
7,0.3704264461994171,2.213149309158325,0.7473345994949341,0.3919450044631958,2.163275718688965,0.7713654041290283
8,0.38151198625564575,2.16042160987854,0.7606009244918823,0.4044695496559143,2.138028144836426,0.7748035192489624
9,0.3972013592720032,2.1223113536834717,0.7626605033874512,0.3929273188114166,2.180846691131592,0.7649803757667542
10,0.40077537298202515,2.0710771083831787,0.7764720320701599,0.4327111840248108,2.016833782196045,0.8015717267990112
11,0.4094378352165222,2.0268924236297607,0.7846498489379883,0.4204322099685669,2.0773394107818604,0.7917485237121582
12,0.4158589839935303,2.0036840438842773,0.7899200320243835,0.416011780500412,2.126753091812134,0.783153235912323
13,0.41991761326789856,1.962240219116211,0.8021565079689026,0.43148329854011536,2.0091772079467773,0.8055009841918945
14,0.4326387345790863,1.9166436195373535,0.8105161190032959,0.44867387413978577,1.9524322748184204,0.8032907843589783
15,0.4424521327018738,1.8805879354476929,0.814271867275238,0.3794204294681549,2.4360058307647705,0.7360019683837891
16,0.45450690388679504,1.8398202657699585,0.8271141052246094,0.43983301520347595,2.083021879196167,0.798870325088501
17,0.46528956294059753,1.791971206665039,0.8346862196922302,0.43958741426467896,2.063689708709717,0.798870325088501
18,0.4677731990814209,1.7664434909820557,0.8371092677116394,0.4260805547237396,2.2047154903411865,0.7902750372886658
19,0.4812212288379669,1.736594557762146,0.842500627040863,0.43099215626716614,2.13765549659729,0.7897838950157166
