epoch,accuracy,loss,lr,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.010055730119347572,4.823605060577393,0.001,0.05046038329601288,0.015471512451767921,4.769344806671143,0.06434184312820435
1,0.014720135368406773,4.768767356872559,0.001,0.06312090903520584,0.01792730763554573,4.746677875518799,0.06876228004693985
2,0.019323963671922684,4.727456092834473,0.001,0.07899200171232224,0.020628683269023895,4.70668363571167,0.08693516999483109
3,0.02120184153318405,4.682613372802734,0.001,0.09080445766448975,0.020137524232268333,4.7083659172058105,0.0790766179561615
4,0.02223164588212967,4.640248775482178,0.001,0.09498424828052521,0.0250491164624691,4.621106147766113,0.10977406799793243
5,0.024170098826289177,4.6114501953125,0.001,0.10588805377483368,0.030943024903535843,4.589961051940918,0.11763261258602142
6,0.025987399742007256,4.582043647766113,0.001,0.10818997025489807,0.035609036684036255,4.5843634605407715,0.12156188488006592
7,0.02986430749297142,4.5688581466674805,0.001,0.11358129233121872,0.03511787950992584,4.581918716430664,0.12352652102708817
8,0.029985461384058,4.544092178344727,0.001,0.12309183180332184,0.03806483373045921,4.551928520202637,0.1380157172679901
9,0.03162103146314621,4.530162811279297,0.001,0.12309183180332184,0.04125736653804779,4.546535015106201,0.13850687444210052
10,0.034649867564439774,4.510280609130859,0.001,0.13272352516651154,0.03880157321691513,4.525864124298096,0.14833006262779236
11,0.037133511155843735,4.506216526031494,0.001,0.13338987529277802,0.0375736728310585,4.547893524169922,0.14096267521381378
12,0.03640659153461456,4.488541126251221,0.001,0.1357523649930954,0.04371316358447075,4.499819755554199,0.15201374888420105
13,0.03574024885892868,4.479842662811279,0.001,0.1419917643070221,0.048870332539081573,4.480179309844971,0.16380156576633453
14,0.03852677345275879,4.4762396812438965,0.001,0.13956870138645172,0.046905696392059326,4.469573020935059,0.16478389501571655
15,0.03931427001953125,4.465340614318848,0.001,0.1465350091457367,0.04616895690560341,4.463791847229004,0.15569745004177094
16,0.03937484696507454,4.448885917663574,0.001,0.1465350091457367,0.048133596777915955,4.430811405181885,0.17608055472373962
17,0.0418584942817688,4.4354329109191895,0.001,0.153864786028862,0.04739685729146004,4.435680389404297,0.1714145392179489
18,0.04179791733622551,4.433443069458008,0.001,0.1527138352394104,0.05083496868610382,4.425425052642822,0.18050098419189453
19,0.042282529175281525,4.429170608520508,0.001,0.15598498284816742,0.05451866239309311,4.419679641723633,0.18025539815425873
