epoch,accuracy,loss,lr,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.009268233552575111,4.800403594970703,0.001,0.044766172766685486,0.010314341634511948,4.784526824951172,0.0540275052189827
1,0.011267264373600483,4.785313606262207,0.001,0.055064212530851364,0.011296659708023071,4.7830400466918945,0.057220038026571274
2,0.010903804562985897,4.784604072570801,0.001,0.05464017391204834,0.011542239226400852,4.783212661743164,0.05672888085246086
3,0.011509571224451065,4.782707214355469,0.001,0.05615459010004997,0.011542239226400852,4.781528949737549,0.05623771995306015
4,0.011327841319143772,4.781675338745117,0.001,0.05706324055790901,0.011542239226400852,4.780413627624512,0.05623771995306015
5,0.010479767806828022,4.780995845794678,0.001,0.05470075085759163,0.01227897871285677,4.779781818389893,0.05623771995306015
6,0.012175914831459522,4.780513763427734,0.001,0.05633632093667984,0.01227897871285677,4.779253959655762,0.05623771995306015
7,0.013145141303539276,4.7798590660095215,0.001,0.055912286043167114,0.01227897871285677,4.779085636138916,0.05623771995306015
8,0.012357644736766815,4.779880523681641,0.001,0.05457959696650505,0.01227897871285677,4.778997421264648,0.05623771995306015
9,0.013508602045476437,4.780081748962402,0.001,0.05573055520653725,0.01227897871285677,4.778961181640625,0.05623771995306015
10,0.011751878075301647,4.780211448669434,0.001,0.05464017391204834,0.01227897871285677,4.778924942016602,0.05623771995306015
