epoch,accuracy,loss,lr,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.7912527322769165,0.8837824463844299,0.001,0.9301550984382629,0.9376227855682373,0.2347736358642578,0.9945972561836243
1,0.8843591213226318,0.4457935094833374,0.001,0.9849770069122314,0.9390962719917297,0.23192189633846283,0.9955795407295227
2,0.8915677070617676,0.40752094984054565,0.001,0.9854010343551636,0.9440078735351562,0.2536267042160034,0.993614912033081
3,0.8978676795959473,0.3896390497684479,0.001,0.988672137260437,0.9388507008552551,0.2560935616493225,0.9950883984565735
4,0.9011994004249573,0.3679194748401642,0.001,0.9884904026985168,0.9422888159751892,0.25519391894340515,0.9953339695930481
5,0.9163435697555542,0.30051711201667786,0.0005,0.9918827414512634,0.9452357292175293,0.23277314007282257,0.9943516850471497
6,0.9238551259040833,0.2782335579395294,0.0005,0.9929730892181396,0.9464636445045471,0.23289579153060913,0.9955795407295227
7,0.9256118535995483,0.26246052980422974,0.0005,0.9949115514755249,0.9476915597915649,0.2396087944507599,0.9955795407295227
8,0.9320329427719116,0.23724129796028137,0.00025,0.9952144622802734,0.9474459886550903,0.23172339797019958,0.9955795407295227
9,0.9370002150535583,0.2162620723247528,0.00025,0.9969711899757385,0.9474459886550903,0.22924602031707764,0.9958251714706421
10,0.9364550709724426,0.20771874487400055,0.00025,0.9966077208518982,0.9489194750785828,0.2317517250776291,0.9948428273200989
11,0.9376665949821472,0.2021791785955429,0.00025,0.9967894554138184,0.9503929018974304,0.2348872572183609,0.9953339695930481
12,0.9425733089447021,0.19215524196624756,0.00025,0.9973952174186707,0.9467092156410217,0.23445598781108856,0.9950883984565735
13,0.9420886635780334,0.19130922853946686,0.000125,0.9976375102996826,0.9486738443374634,0.23649856448173523,0.9955795407295227
14,0.944390594959259,0.17992500960826874,0.000125,0.9975163340568542,0.9484282732009888,0.2350957691669464,0.9953339695930481
15,0.94548100233078,0.17178648710250854,0.000125,0.9978192448616028,0.949410617351532,0.23845329880714417,0.9955795407295227
16,0.9467530846595764,0.16762341558933258,6.25e-05,0.9981827139854431,0.949410617351532,0.23820416629314423,0.9950883984565735
